3,0.000106
4,0.000271
5,0.000439
6,0.000731
7,0.001146
8,0.001707
9,0.002292
10,0.003323
11,0.004338
12,0.005489
13,0.006847
14,0.008577
15,0.010447
16,0.012511
17,0.014990
18,0.017798
19,0.021522
20,0.025090
21,0.028406
22,0.033009
23,0.038152
24,0.042980
25,0.048047
26,0.054096
27,0.061068
28,0.067821
29,0.075312
30,0.083067
31,0.091928
32,0.101050
33,0.110193
34,0.120936
35,0.130331
36,0.142670
37,0.154582
38,0.168059
39,0.182449
40,0.196170
41,0.210472
42,0.227147
43,0.240265
44,0.266268
45,0.278795
46,0.295888
47,0.318937
48,0.332751
49,0.357965
50,0.383691
51,0.402584
52,0.425096
53,0.454169
54,0.479792
55,0.510348
56,0.535318
57,0.571335
58,0.591088
59,0.630568
60,0.655002
61,0.690894
62,0.727082
63,0.752437
64,0.792570
65,0.825851
66,0.878183
67,0.909988
68,0.940550
69,0.994914
70,1.041114
71,1.086974
72,1.120256
73,1.193550
74,1.230854
75,1.262950
76,1.324475
77,1.373617
78,1.440359
79,1.485123
80,1.529166
81,1.600808
82,1.653516
83,1.727788
84,1.778914
85,1.841082
86,1.917535
87,1.984731
88,2.049768
89,2.125371
90,2.194130
91,2.285584
92,2.361138
93,2.430532
94,2.477383
95,2.576209
96,2.668087
97,2.739650
98,2.818924
99,2.891456
100,3.007622
101,3.091203
102,3.194549
103,3.287254
104,3.400925
105,3.475239
106,3.594669
107,3.674487
108,3.801056
109,3.884924
110,3.997569
111,4.117436
112,4.213685
113,4.344511
114,4.467774
115,4.577338
116,4.674392
117,4.826030
118,4.938031
119,5.062510
120,5.228275
121,5.357746
122,5.500275
123,5.607353
124,5.737520
125,5.866253
126,6.010790
127,6.199760
128,6.326630
129,6.481307
130,6.596254
131,6.783278
132,6.935638
133,7.051498
134,7.202034
135,7.359611
136,7.574418
137,7.708081
138,7.898896
139,8.121879
140,8.234910
141,8.404077
142,8.620010
143,8.852844
144,8.929604
145,9.123434
146,9.294573
147,9.518693
148,9.692937
149,9.937436
150,10.123021
151,10.324089
152,10.528587
153,10.745596
154,10.949902
155,11.151279
156,11.376269
157,11.590647
158,11.834837
159,11.976198
160,12.312368
161,12.487903
162,12.717835
163,12.936705
164,13.196492
165,13.445167
166,13.692638
167,13.907119
168,14.256139
169,14.472643
170,14.711224
171,14.903543
172,15.226310
173,15.507430
174,15.746363
175,16.054330
176,16.393032
177,16.596882
178,16.869506
179,17.190708
180,17.479910
181,17.790201
182,18.025564
183,18.357868
184,18.630453
185,18.966223
186,19.275577
187,19.614141
188,19.881624
189,20.199327
190,20.527312
191,20.853637
192,21.151220
193,21.580530
194,21.863102
195,22.148522
196,22.582797
197,22.879475
198,23.192356
199,23.528236
200,23.668378
201,24.293348
202,24.540517
203,24.944718
204,25.275216
205,25.512844
206,25.936125
207,26.402743
208,26.766443
209,26.978043
210,27.511160
211,28.021172
212,28.416655
213,28.633265
214,29.111091
215,29.584724
216,29.946392
217,30.308994
218,30.756190
219,31.474161
220,31.580399
221,32.092405
222,32.493474
223,33.055123
224,33.376178
225,33.820801
226,34.254386
227,34.795205
228,35.153076
229,35.718384
230,36.139764
231,36.687120
232,37.125462
233,37.752276
234,38.008111
235,38.530961
236,38.966064
237,39.306967
238,39.986208
239,40.523600
240,41.068856
241,41.388430
242,42.185808
243,42.672922
244,43.171321
245,43.646730
246,44.508480
247,45.077372
248,45.562565
249,45.961979
250,46.781114
251,47.330950
252,47.743161
253,48.206399
254,49.016359
255,49.676637
256,50.093750
257,50.494493
258,51.432105
259,52.050905
260,52.253867
261,52.807842
262,53.693925
263,54.413518
264,54.907864
265,55.399376
266,56.421892
267,56.755276
