3,0.000316
4,0.000783
5,0.001367
6,0.002349
7,0.003531
8,0.005080
9,0.007023
10,0.003320
11,0.004316
12,0.005764
13,0.007134
14,0.008778
15,0.010643
16,0.012880
17,0.015747
18,0.018536
19,0.021509
20,0.025208
21,0.028896
22,0.033539
23,0.038087
24,0.042913
25,0.048517
26,0.054902
27,0.061607
28,0.067819
29,0.076386
30,0.083808
31,0.091524
32,0.098447
33,0.109406
34,0.119137
35,0.128564
36,0.142114
37,0.155757
38,0.165953
39,0.180049
40,0.200076
41,0.211079
42,0.225448
43,0.240258
44,0.261089
45,0.280332
46,0.294625
47,0.323720
48,0.339600
49,0.359403
50,0.384921
51,0.406526
52,0.431962
53,0.454583
54,0.486593
55,0.512615
56,0.538227
57,0.565556
58,0.597289
59,0.625874
60,0.655242
61,0.689126
62,0.727080
63,0.761252
64,0.796806
65,0.843004
66,0.881271
67,0.912151
68,0.973326
69,1.003760
70,1.031496
71,1.088208
72,1.125572
73,1.185877
74,1.226392
75,1.315285
76,1.336383
77,1.400542
78,1.440186
79,1.496059
80,1.545203
81,1.600761
82,1.678384
83,1.722382
84,1.799574
85,1.851887
86,1.929571
87,1.980911
88,2.086617
89,2.140804
90,2.203532
91,2.276718
92,2.356164
93,2.067406
94,2.517660
95,2.618677
96,2.673942
97,2.770247
98,2.832425
99,2.942661
100,3.029972
101,3.113689
102,3.200947
103,3.302892
104,3.407351
105,3.494527
106,3.603465
107,3.687368
108,3.785849
109,3.933298
110,4.021551
111,4.132127
112,4.261197
113,4.376917
114,4.519125
115,4.599490
116,4.721420
117,4.883155
118,5.064605
119,5.147389
120,5.250903
121,5.402697
122,5.547538
123,5.652105
124,5.791554
125,5.922904
126,6.046112
127,6.205099
128,6.410167
129,6.509895
130,6.674206
131,6.831919
132,6.991535
133,7.150196
134,7.311182
135,7.457924
136,7.631429
137,7.830116
138,8.007234
139,8.180685
140,8.334761
141,8.480014
142,8.718290
143,8.897923
144,9.027111
145,9.237820
146,9.474404
147,9.638052
148,9.817837
149,10.013868
150,10.259697
151,10.433995
152,10.660741
153,10.851242
154,11.062055
155,11.231064
156,11.544921
157,11.889753
158,12.546107
159,12.620190
160,12.538135
161,12.657133
162,12.885147
163,13.049083
164,13.365847
165,13.562442
166,13.881368
167,14.129661
168,14.387102
169,14.623254
170,14.849452
171,15.160551
172,15.319933
173,15.771458
174,15.951069
175,16.248253
176,16.548042
177,16.774112
178,17.155584
179,17.336205
180,17.617258
181,17.952121
182,18.269429
183,18.561039
184,18.868641
185,19.185182
186,19.491387
187,19.703454
188,20.053871
189,20.419434
190,20.723602
191,21.064590
192,21.421765
193,21.757987
194,22.109115
195,22.385830
196,22.836814
197,23.140461
198,23.372455
199,23.625404
200,23.915848
201,24.485871
202,24.756345
203,25.163455
204,25.507043
205,25.887548
206,26.235814
207,26.580425
208,26.968261
209,27.427796
210,27.847057
211,28.725959
212,29.256244
213,29.018841
214,29.319529
215,29.789991
216,30.124084
217,30.692199
218,31.063959
219,31.461206
220,31.924875
221,32.341323
222,32.850913
223,33.283781
224,33.626716
225,33.987891
226,34.530170
227,34.989733
228,35.494778
229,36.005871
230,36.456414
231,36.823099
232,37.331781
233,37.874190
234,38.206384
235,38.857445
236,39.360687
237,39.895543
238,40.260512
239,40.817092
240,41.440356
241,41.994551
242,42.284747
243,42.695928
244,43.487721
245,43.969690
246,44.742902
247,44.993216
248,45.937474
249,46.323694
250,47.023150
251,47.597311
252,47.879473
253,48.710383
254,49.246668
255,49.843332
256,50.337426
257,50.963065
258,51.700478
259,52.313177
260,52.568576
261,53.305605
262,53.927046
263,54.732114
264,55.261128
265,55.863782
266,56.623300
267,57.280100
268,57.919895
269,58.614340
270,58.902192
271,59.643101
272,60.515376
273,61.199181
274,61.641943
275,62.302456
276,63.176782
277,63.755774
278,64.498992
279,65.371213
280,65.906483
281,66.918919
282,67.445407
283,68.014566
284,68.929851
285,69.555176
286,70.219791
287,71.103986
288,71.413822
289,72.681980
290,73.122077
291,74.248047
292,74.859671
293,76.117541
294,76.393716
295,77.373130
296,77.807711
297,79.086510
298,79.206390
299,80.613201
300,80.812492
301,81.990486
302,82.371331
303,83.458981
304,84.026235
305,85.330675
306,85.329112
307,87.071324
308,87.778303
309,88.429159
310,89.940598
311,89.995885
312,91.801365
313,92.255356
314,93.207644
315,93.712404
316,95.053817
317,96.059966
318,97.333910
319,97.440485
320,99.177048
321,99.716552
322,101.144931
323,101.321473
324,102.683676
325,103.636480
326,104.701678
327,104.876187
328,106.581099
329,107.318338
330,108.164243
331,109.058819
332,109.928877
333,111.205165
334,112.181323
335,113.041621
336,114.193027
337,114.838771
338,116.147258
339,116.765641
340,118.181520
341,119.015183
