10000,0.740817
20000,1.640070
40000,3.422668
50000,4.428395
60000,5.417069
70000,6.495219
80000,7.544942
90000,8.518913
100000,9.565430
200000,20.621675
400000,42.912986
500000,54.519610
600000,65.944427
700000,78.588762
800000,90.947877
900000,102.619064
1000000,115.823890
2000000,243.880219
3000000,375.441465
4000000,513.485208
5000000,653.111953
6000000,795.887514
7000000,935.657682
8000000,1089.710606
9000000,1233.026599
10000000,1378.331300
